source,translation
Calloused Marrow,硬化した骨髄
Vainglorious,虚栄心
Twisted Steel,捻じれた鋼
Grand Tribute,壮大な捧げもの
Toll of Agony,苦悶の代価
Deep Venom,深まる毒
Unrighteous Rally,邪悪な終結
Terse Curses,そっけない呪い
Heightened Shadows,高まる影
Stratified Wards,層状の結界
Unsavored Feast,味あわれぬ宴
Certain Hand,確実な手
Diabolical Opportunity,悪魔的好機
Spiritkeeper,魂の守り手
Grim Grit,不気味な根性
Lavish Soul,豊かな魂
Kingslayer,キングスレイヤー
Twice Bled,二度の出血
Accuracy Mastery,命中マスタリー
Fortify Mastery,堅牢化マスタリー
Spell Suppression Mastery,スペル抑制マスタリー
Impale Mastery,串刺しマスタリー
Blind Mastery,盲目マスタリー
Flask Mastery,フラスコマスタリー
Leech Mastery,リーチマスタリー
Axe Mastery,斧マスタリー
Bleeding Mastery,出血マスタリー
Block Mastery,ブロックマスタリー
Projectile Mastery,投射物マスタリー
Brand Mastery,ブランドマスタリー
Caster Mastery,キャスターマスタリー
Chaos Mastery,混沌マスタリー
Charge Mastery,チャージマスタリー
Claw Mastery,鉤爪マスタリー
Cold Mastery,冷気マスタリー
Curse Mastery,呪いマスタリー
Mark Mastery,呪印マスタリー
Link Mastery,リンクマスタリー
Dagger Mastery,短剣マスタリー
Recovery Mastery,回復マスタリー
Damage Over Time Mastery,継続ダメージマスタリー
Dual Wielding Mastery,二刀流マスタリー
Buckler Mastery,バックラーマスタリー
Duration Mastery,持続時間マスタリー
Energy Shield Mastery,エナジーシールドマスタリー
Evasion and Energy Shield Mastery,回避力・エナジーシールドマスタリー
Evasion Mastery,回避力マスタリー
Armour and Evasion Mastery,アーマー・回避力マスタリー
Fire Mastery,火マスタリー
Mace Mastery,メイスマスタリー
Mana Mastery,マナマスタリー
Mine Mastery,マインマスタリー
Minion Offence Mastery,ミニオン攻撃力マスタリー
Minion Defence Mastery,ミニオン防御力マスタリー
Reservation Mastery,リザーブマスタリー
Shield Mastery,盾マスタリー
Staff Mastery,スタッフマスタリー
Sword Mastery,剣マスタリー
Trap Mastery,トラップマスタリー
Two Hand Mastery,両手武器マスタリー
Wand Mastery,ワンドマスタリー
Warcry Mastery,ウォークライマスタリー
Attributes Mastery,能力値マスタリー
Resistance and Ailment Protection Mastery,耐性および状態異常保護マスタリー
Companion Mastery,コンパニオンマスタリー
Infusion Mastery,インフュージョンマスタリー
Spear Mastery,スピアマスタリー
Banner Mastery,バナーマスタリー
Nothingness,無
Aura Mastery,オーラマスタリー
Chaos Resistance Mastery,混沌耐性マスタリー
Channelling Mastery,チャネリングマスタリー
Charms Mastery,チャームマスタリー
Cold Resistance Mastery,冷気耐性マスタリー
Crossbow Mastery,クロスボウマスタリー
Endurance Charge Mastery,エンデュランスチャージマスタリー
Fire Resistance Mastery,火耐性マスタリー
Flail Mastery,フレイルマスタリー
Frenzy Charge Mastery,フレンジーチャージマスタリー
Herald Mastery,ヘラルドマスタリー
Lightning Resistance Mastery,雷耐性マスタリー
Power Charge Mastery,パワーチャージマスタリー
Quarterstaff Mastery,クォータースタッフマスタリー
Rage Mastery,憤怒マスタリー
Shapeshifting Mastery,シェープシフトマスタリー
Spirit Mastery,スピリットマスタリー
Trigger Mastery,トリガーマスタリー
Item Rarity,アイテムレアリティ
Waystone Modifier Effect,ウェイストーンモッド効果
Item Quantity,アイテム数量
Pack Size,パックサイズ
Rare Packs,レアパック
Shrine Chance,シュライン確率
Magic Packs,マジックパック
Azmeri Spirit and Strongbox Chance,アズメリの精霊およびストロングボックス確率
Waystone Quantity,ウェイストーン数量
Essence Chance,エッセンス確率
Rogue Exile Chance,ローグエグザイル確率
Increased Monster Packs,モンスターパック増加
Strongbox and Shrine Chance,ストロングボックスおよびシュライン確率
Tablet Effect,石板効果
Strongbox Chance,ストロングボックス確率
Cartographer's Plunder,地図職人の略奪
Researcher's Plunder,研究者の略奪
Noble's Plunder,貴族の略奪
Prayer for Guidance,導きのための祈り
Prayer for Wisdom,知恵のための祈り
Vital Resonance,生命力の共鳴
Kinetic Resonance,運動エネルギーの共鳴
Energetic Resonance,エネルギーに満ちた共鳴
Essence and Azmeri Spirit Chance,エッセンスおよびアズメリの精霊確率
Primal Flow,プライマルの流れ
Wild Flow,ワイルドの流れ
Vivid Flow,ビビッドの流れ
Azmeri Spirit Chance,アズメリの精霊確率
Essence and Summoning Circle Chance,エッセンス確率およびサモニングサークル確率
Warrior Culture,戦士の文化
Intelligensia,インテリ集団
Rugged Individualism,たくましい個人主義
Wealthy Targets,裕福な対象
Murderous Bandits,殺人鬼の盗賊
Wary Travellers,注意深い旅人
Rising Danger,高まる危険
Expanding Hordes,拡大する群れ
DNT Shrines ???,信仰の場所
High-Value Thefts,高額窃盗
Favoured Disciple,寵愛されし弟子
Twin Threats,双子の脅威
Bountiful Bloodlines,実りの多いブラッドライン
Likely Ambush,奇襲の兆し
Lucky Pillage,幸運な略奪
UNUSED Careful Surveyor,注意深い探検家
Fortunate Path,幸運な旅路
The High Road,高みへの道
UNUSED Twice Travelled,二度にわたる旅路
Treasure Coves,宝の洞窟
Grueling Journey,過酷な旅路
Constant Crossroads,絶え間ない岐路
UNUSED,命懸けの狩猟
Local Knowledge,地元の知識
DNT Essences ???,クリスタルの成長
Wanted Poster,指名手配のポスター
Precursor Influence,先人の影響力
Teeming Horde,押し寄せる大群
Remnants of Power,力の残滓
Resonant Lattice,共鳴する格子
Enigmatic Intensification,謎の増幅
Hidden Horrors,隠された恐怖
Strongbox Type Selector,ストロングボックスタイプセレクター
Essence Type Selector,エッセンスタイプセレクター
Harmonic Corruption,コラプトされた調和
Guiding Light,導く光
Illumination,照明
Mystic Guardians,神秘的なガーディアン
Shrine Type Selector,シュラインタイプセレクター
Spirit Type Selector,精霊タイプセレクター
Shining Trail,輝く足跡
Hidden Compartments,隠し収納
Exile Attribute Selector,エグザイル特性セレクター
Exile Item Class Selector,エグザイルアイテムクラスセレクター
Merging Worlds,融合する世界
Keen Crafters,腕利きの職人たち
Corrupted Infusion,コラㇷ゚テッドインフュージョン
Unstable Energies,アンステイブルエナルギー
Ecological Shift,エコロジカルシフト
Wombgift Quantity,母胎ギフト数量
Hiveblood Quantity,ハイヴブラッド数量
Reactive Hiveseeding,反応性の巣植え
Growing Wealth,増大する富
Essence Transference,エッセンス転移
Exquisite Design,精緻な設計
Tear Open the Rift,リフトを引き裂け
Tear Open the Rift: Major Breach,リフトを引き裂け: 巨大ブリーチ
Tear Open the Rift: Minor Breach,リフトを引き裂け: 小型ブリーチ
Shape the Chains,連鎖の形成
Shape the Chains: Empower Rares,連鎖の形成: レア強化
Shape the Chains: Bolster Strength,連鎖の形成: 強度増強
Shape the Chains: Grow Quantity,連鎖の形成: 数量増加
Swelling Hives,膨れ上がる巣
Frantic Invasion,狂乱の侵入
Study the Chains,鎖の研究
Flesh Flower,肉の花
Diverse Control,多様性制御
Provoke the Swarm,群れを挑発
Sole Purpose,唯一の目的
Sole Purpose: Versatility,唯一の目的: 汎用性
Sole Purpose: Destruction,唯一の目的: 破壊
Reality Wound,現実の傷
Moment of Risk,危険な瞬間
Breeding Program,繁殖計画
Breeding Program: Lavish Fruit,繁殖計画: 豪華な果実
Breeding Program: Ornate Fruit,繁殖計画: 装飾の果実
Breeding Program: Banded Fruit,繁殖計画: 帯の果実
Breeding Program: Signet Fruit,繁殖計画: 印章の果実
Logbook Chance,ログブック確率
Cultivate the Sea,海の開拓
Cultivate the Sea: Water,海の開拓: 水
Cultivate the Sea: Mountain,海の開拓: 山
Cultivate the Sea: Grass,海の開拓: 草原
Cultivate the Sea: Forest,海の開拓: 森
Cultivate the Sea: Swamp,海の開拓: 沼
Cultivate the Sea: Desert,海の開拓: 砂漠
Double or Nothing,倍か無しか
Double or Nothing: Double,倍か無しか: 倍
Double or Nothing: Nothing,倍か無しか: 無し
Double or Nothing: Default,倍か無しか: デフォルト
The Quest Continues,冒険は続く
Feeling Lucky?,幸運を感じるか？
Buried Ambition,埋もれた野望
Calculated Investment,計算された投資
Calculated Investment: Power,計算された投資: 力
Calculated Investment: Experience,計算された投資: 経験値
Calculated Investment: Quantity,計算された投資: 数量
Steady Development,着実な発展
Steady Development: Remnants,着実な発展: レムナント
Steady Development: Explosives,着実な発展: 爆発物
Strategic Advantage,戦略的優位
Strategic Advantage: Speed,戦略的優位: スピード
Strategic Advantage: Impact,戦略的優位: 衝撃
Expanding Territory,領土拡大
Expanding Territory: Remnants,領土拡大: レムナント
Expanding Territory: Expeditions,領土拡大: エクスペディション
Sown Seeds,蒔かれた種
Face the Past,過去との対峙
Gaining Traction,勢いを得る
Grand Mirror Chance,グランドミラー確率
The mirrors... the mirrors!,鏡が......鏡が！
Is that the best you've got?!,お前の全力はその程度か？！
You can't just wake up from this one.,この悪夢から目覚めることはできない
I'm not afraid of you!,お前なんか怖くない！
Come on! Face me!,さぁ来い！私と戦え！
Get out of my head!,俺の頭から出ていけ！
These demons are all your own...,その悪魔は全てお前自身が生み出したものだ...
Isn't it tempting?,それは誘惑しているのか？
I'm not alone anymore!,これで私も孤独じゃない！
Recurring Nightmares,繰り返す悪夢
Recurring Nightmares: Always Different.,繰り返す悪夢: いつも異なる
Recurring Nightmares: Always the Same.,繰り返す悪夢: いつも同じだ
Is this about me... or you?,これは私のこと...それともお前のことか？
I see your true nature now!,今、お前の本性が見える！
You thought you were free?,自分は自由だと思っていたのか？
There's nowhere to hide...,もう隠れる場所はない...
Are you sure you want to do that?,本当にそれをするつもりか？
I know your childhood fears...,お前が子供のころに抱いていた恐怖を知っているぞ...
You can't scare me anymore!,もうお前に怯えたりしない！
Increased Tribute,トリビュート量増加
From the Mists,霧の中から
Invigorated Sacrifices,活性化した生贄
Invigorated Sacrifices: Repetition,活性化した生贄: 反復
Invigorated Sacrifices: Contrition,活性化した生贄: 懺悔
Invigorated Sacrifices: Attrition,活性化した生贄: 消耗
Spreading Darkness,広がる闇
Tempting Offers,魅惑的な誘惑
Reborn in Shadow,闇の中の再誕
Traveller's Woe,旅人の災厄
Traveller's Woe: Contaminated,旅人の災厄: 混濁した
Traveller's Woe: Infested,旅人の災厄: 蔓延した
Traveller's Woe: Tainted,旅人の災厄: 汚染された
Traveller's Woe: Smothered,旅人の災厄: 窒息させる
Traveller's Woe: Sapping,旅人の災厄: 搾り取る
Between Two Worlds,二つの世界の狭間で
Patient Devotion,忍耐の献身
Altered Faith,変質した信仰
Ancient Enmities,古の敵意
Bring Forth the Unseen,見えざるものを顕現させる
Royal Tithe,王家への十分の一税
Prayer and Pledge,祈りと誓約
Ongoing Chants,絶えざる詠唱
Umbral Gathering,闇の集い
Magnanimous Offerings,寛大な供物
"In Death, All is Given",死において、全て捧げられる
Mysterious Rites,神秘の儀式
Hour of the Nameless,名もなき者の刻
Royal Lenience,王の寛大さ
Map Boss Difficulty,マップボス難易度
Map Boss Waystone Chance,マップボスウェイストーン確率
Arbiter Difficulty,仲裁者難易度
Brutal Lessons,残虐な教え
Fit for a King,王に相応しい
Spoils of War,戦利品
The Way Forward,先に進むための道
Ancient Relics,古代の遺物
Old Pirate's Trick,老海賊のトリック
Directed Worship,導かれた崇拝
Organised Forces,組織された部隊
Crystal Realm,結晶の領域
Beyond Reality,現実を越えて
Lost Techniques,失われた技術
Modular Servant,組み換え式従者
Radiant Waystones,光輝のウェイストーン
Central Terraformer,中央環境改善装置
Witness to History,歴史の目撃者
Drawn to the Light,光に引き寄せられて
Depths Chance,深淵確率
Stir the Swarm,群れを駆り立てよ
Abyssal Ire,アビサルの怒り
Close to the Surface,地表の近く
Sprawling Rupture,広がる裂け目
Unholy Influence,邪悪なる影響
Dark Bloodlines,闇の血脈
Shadow of Undeath,不死の影
Balance of Power,力のバランス
Balance of Power: Amanamu,力のバランス: アマナム
Balance of Power: Kurgal,力のバランス: クルガル
Balance of Power: Ulaman,力のバランス: ウラマン
Balance of Power: Anarchy,力のバランス: アナーキー
Vile Treasures,忌まわしき財宝
Vile Treasures: Eyes,忌まわしき財宝: 眼
Vile Treasures: Omens,忌まわしき財宝: お告げ
Vile Treasures: Lineage Supports,忌まわしき財宝: リネージュサポート
Ghastly Relics,おぞましき遺物
Blessing of the Source,泉の祝福
From Below,地底より
Dark Depths,暗き深淵
Lord of the Pit,奈落の王
Lord of the Pit: Proliferation,奈落の王: 増殖
Lord of the Pit: Agitation,奈落の王: 激昂
Lord of the Pit: Extension,奈落の王: 拡張
Strange Aversions,奇妙な嫌悪
Rotting Bones,腐りゆく骨
Armaments of Evil,邪悪の武装
Endless War,終わりなき戦い
Reduced Destabilization,不安定化減少
Training and Preparation,訓練と準備
Stolen Authority,奪われた権威
Xipocado's Machinations,シポカドの策謀
Power Relays,パワーリレー
Transcendent Progress,超越的進歩
Secrets of the Ancients,古代人の秘密
Protected Treasures,守られた財宝
Royal Prerogative,王家の特権
Expanded Designs,拡張設計
Atziri's Assets,アッツィリの資産
Atziri's Assets: Offerings,アッツィリの資産: 捧げもの
Atziri's Assets: Designs,アッツィリの資産: 設計図
Atziri's Assets: Wealth,アッツィリの資産: 富
Atziri's Assets: Heirlooms,アッツィリの資産: 家宝
Bloodrite Vestments,血の儀式の祭服
Territorial Wealth,領地の富
Military Reinforcements,軍事増援
Offerings to the Queen,女王への供物
Loyal Gatekeepers,忠実な門番
Riches of the Empire,帝国の財宝
Efficient Arteries,効率的な動脈
Patrolling Legions,巡回する軍団
The Lost Architect,失われた建築家
DNT AtlasWhiteGate,アトラスホワイトゲート
DNT AtlasYellowGate,アトラスイエローゲート
DNT AtlasRedGate,アトラスレッドゲート
DNT AtlasWhiteLock1,アトラスホワイトロック1
DNT AtlasWhiteLock2,アトラスホワイトロック2
DNT AtlasYellowLock1,アトラスイエローロック1
DNT AtlasYellowLock2,アトラスイエローロック2
DNT AtlasRedLock1,アトラスレッドロック1
DNT AtlasRedLock2,アトラスレッドロック2
Corruption Areas: Rare Monster Modifier Chance,コラプトエリア: レアモンスターモッド確率
Corruption Areas: Waystone Chance,コラプトエリア: ウェイストーン確率
Corrupted Mutations,コラプトによる変異
Heart of Corruption,コラプトの中心
Additional Cleansed Packs,追加浄化パック
Cleansed Monster Effectiveness,浄化モンスターエフェクティブ
Healing the Land,大地を癒す
Restored Leylines,復元されたレイライン
Freed From Corruption,コラプトから解放されて
Hidden Scars,隠れた傷跡
From Distances Untold,遥かなる彼方より
Multiplying Monstrosities,増殖する怪物たち
Befit the Challenge,試練に相応しい
Evolving Throngs,進化する群れ
Evolving Throngs: Adaptation,進化する群れ: 適応
Evolving Throngs: Swarm,進化する群れ: 大群
Corruption Areas: Strongbox Chance,コラプトエリア: ストロングボックス確率
Drawn to Riches,富に引き寄せられしもの
Guarded Wealth,守られし富
Enchanted Locks,魔法の錠
Living Metal,生ける金属
Symbiotic Strongboxes,共生するストロングボックス
Infected Pustules,感染した膿疱
Bardiyan Craftsmanship,バーディヤの職人技
Enemy's Hoard,敵の秘蔵品
Craftsman's Creed,職人の信条
Craftsman's Creed: Strength of Arm,職人の信条: 腕力
Craftsman's Creed: Skill of Hand,職人の信条: 手技
Craftsman's Creed: Sharpness of Mind,職人の信条: 明敏な精神
Craftsman's Creed: Starkness of Heart,職人の信条: 厳格な心
Intriguing Designs,興味深い設計
Specialised Containers,特化した容器
An Appropriate Vault,適切な貯蔵庫
Inlaid Inscriptions,象嵌された銘文
Royal Craftsmanship,王者の職人技
Pandora's Box,パンドラの箱
Cleansed Areas: Sacred Spirit Chance,浄化されたエリア: 神聖な精霊確率
Forest Biome: Azmeri Spirit Chance,森バイオーム: アズメリの精霊確率
Spirit-Touched Spoils,精霊に触れられし戦利品
Light of the Draíocht,ドリオクトの光
Nature of the Beast,獣の本質
Grip of the Wilds,荒野の掌握
Viridi's Sacrifice,ヴィリディの犠牲
Worthy Hunter,価値ある狩人
Spoils of the Hunt,狩りの戦利品
Quickened Flow,加速する流れ
Spill the Sap,樹液を流せ
The Chosen Children,選ばれし子ら
Those Who Hear,聞こえし者たち
Hunt the Apex,頂点を狩れ
Unseen Rivers,見えざる川
Unseen Rivers: Primal,見えざる川: プライマル
Unseen Rivers: Wild,見えざる川: ワイルド
Unseen Rivers: Vivid,見えざる川: ビビッド
Sacred Sap,聖なる樹液
Sacred Sap: Purified,聖なる樹液: 浄化
Sacred Sap: Commingled,聖なる樹液: 混合
Sacred Sap: Distilled,聖なる樹液: 蒸留
On the Wind,風に乗って
On the Wind: Speed,風に乗って: スピード
On the Wind: Stability,風に乗って: 安定性
Summoning Circle Chance,サモニングサークル確率
Corruption Areas: Summoning Circle Chance,コラプトエリア: サモニングサークル確率
City Biome: Summoning Circle Chance,都市バイオーム: サモニングサークル確率
Energised Precipitate,活性化した沈殿物
Challenging Foe,手強い敵
Lord of the Runes,ルーンの王
Overheard Summons,聞き取られた召喚
Blood on the Stones,石上の血
Blood on the Stones: Bosses,石上の血: ボス
Blood on the Stones: Guardians,石上の血: ガーディアン
Danger in the Wilds,荒野の危険
Civil Defense,民間防衛
Runic Flare,ルーンの閃光
Distant Origins,遠き起源
Cleansed Areas: Shrine Chance,浄化されたエリア: シュライン確率
Seasonal Blessing,季節の祝福
Convenient Beliefs,都合の良い信念
Fabled Showdown,伝説の対決
Favour the Hero,英雄に味方する
Favour the Villain,悪人に味方する
Gathered Masses,集いし群衆
Curious Spirits,好奇心旺盛な精霊
Offerings to the Unknown,未知への捧げ物
Divined Blessing,神の祝福
Divined Blessing: Seeking Shrine,神の祝福: 探索のシュライン
Divined Blessing: Enlightening Shrine,神の祝福: 啓蒙のシュライン
Divined Blessing: Gloom Shrine,神の祝福: 暗闇のシュライン
Shrine and Azmeri Spirit Chance,シュラインおよびアズメリの精霊確率
City Biome: Rogue Exile Chance,都市バイオーム: ローグエグザイル確率
Cleansed Areas: Rogue Exile Chance,浄化されたエリア: ローグエグザイル確率
Here for the Same Reason,同じ理由でここに
Competing Explorers,競い合う探検家たち
Dressed in Fineries,正装に身を包みし者たち
Uncommon Alliances,稀な同盟
Famous Locals,有名な地元民
Escalating Rivalry,激化する対立
The Deadliest Hunt,最も危険な狩り
Wealthy Exiles,裕福なエグザイルたち
Competitive Archaeology,競争する考古学
Legendary Duels,伝説の決闘
Legendary Duels: Renowned Weapons,伝説の決闘: 名高い武器
Legendary Duels: Renowned Armours,伝説の決闘: 名高い防具
Legendary Duels: Renowned Jewelry,伝説の決闘: 名高い宝飾品
Well-equipped Opponents,装備の整った敵
Well-equipped Opponents: Strength,装備の整った敵: 筋力
Well-equipped Opponents: Dexterity,装備の整った敵: 器用さ
Well-equipped Opponents: Intelligence,装備の整った敵: 知性
Imprison the Strong,強者を幽閉せよ
Corruption Areas: Essence Chance,エッセンス確率
Massive Crystals,巨大な結晶
Imprisoned Monstrosities,囚われた怪物
Trapped Subordinate,囚われた配下
Greater Pattern,大いなるパターン
Multi-Dimensional Lattice,多次元格子
Flawless Patterns,完璧なパターン
Crystalline Overgrowth,結晶の過成長
Man Trap,人狩り罠
Intensifying Energies,強まるエネルギー
Inexplicable Alchemy,不可解な錬金術
Essence Dowsing,エッセンス探知
Essence Dowsing: Body,エッセンス探知: 肉体
Essence Dowsing: Mind,エッセンス探知: 精神
Essence Dowsing: Enhancement,エッセンス探知: 強化
Essence Dowsing: Abrasion,エッセンス探知: 擦傷
Essence Dowsing: Flames,エッセンス探知: 火炎
Essence Dowsing: Ice,エッセンス探知: 氷
Essence Dowsing: Electricity,エッセンス探知: 電気
Essence Dowsing: Ruin,エッセンス探知: 破滅
Corrupted Lattices,コラプト化した格子
Corrupted Lattices: Stable Prison,コラプト化した格子: 安定した牢獄
Corrupted Lattices: Duplication,コラプト化した格子: 複製
Corrupted Lattices: Deepened Corruption,コラプト化した格子: 深まるコラプト化
Corrupted Lattices: Ruptured Flesh,コラプト化した格子: 裂けた肉体
Crystalline Patterns,結晶のパターン
Crystalline Patterns: Battle,結晶のパターン: 戦闘
Crystalline Patterns: Sorcery,結晶のパターン: 魔法
Crystalline Patterns: Alacrity,結晶のパターン: 敏速
Crystalline Patterns: Infinite,結晶のパターン: 無限
Crystalline Patterns: Seeking,結晶のパターン: 探求
Crystalline Patterns: Opulence,結晶のパターン: 絢爛
Crystalline Patterns: Command,結晶のパターン: 命令
Controlled Climates,制御された気候
Untouched Landscapes,手つかずの景観
Archaeological Interest,考古学的関心
Propagating Secrets,伝播する秘密
Specialised Seeker,特化した探求者
Reverse Transcription,逆転写
Partial Translation,部分翻訳
Curiously Durable Stone,奇妙に頑丈な石
Eons of Contamination,悠久の汚染
Eons of Domination,悠久の支配
Valuable Paths,価値ある道筋
Risk and Reward,リスクとリワード
Twice-Answered Prayers,二度応えられし祈り
Burst of Energy,エネルギーの奔流
Evolutionary Pressures,進化圧
Call of the Spirit,精霊の呼び声
The Hunt Goes On,狩りは続く
Forest Mastery,森のマスタリー
Forest Mastery: Uncut Gems,森のマスタリー: ジェムの原石
Forest Mastery: Lineage Gems,森のマスタリー: リネージュジェム
Forest Mastery: Rare Monsters,森のマスタリー: レアモンスター
Forest Biome: Rare Beast Modifiers Chance,森バイオーム: レア獣モッド確率
Forest Biome: Rare Packs,森バイオーム: レアパック
Forest Biome: Gold Found,森バイオーム: 見つかるゴールド
Industrial Improvements,産業的改良
Dread Lieutenants,恐るべき副官たち
Just Another Day in Wraeclast,レイクラストではよくあること
Urban Sprawl,都市の拡大
Warring Survivors,争い続ける生存者たち
Warlord's Vendetta,ウォーロードの復讐
Bring Me Your Leader,リーダーを連れてこい
Guild Craftsmen,ギルドの職人たち
History of the Faridun,ファリドゥンの歴史
History of the Faridun: Vastiri Woes,ファリドゥンの歴史: ヴァスティリの災厄
History of the Faridun: Mutewind Alliance,ファリドゥンの歴史: ミュートウィンド同盟
History of the Ezomytes,エゾマイトの歴史
History of the Ezomytes: Eastern Phaaryl,エゾマイトの歴史: 東ファーリル
History of the Ezomytes: Northern Ezomyr,エゾマイトの歴史: 北エゾミア
History of the Vaal,ヴァールの歴史
History of the Vaal: Reign of the First Queen,ヴァールの歴史: 初代女王の治世
History of the Vaal: Grand Waterways,ヴァールの歴史: 大水路
Hope in Despair,絶望の中の希望
Serle's Legacy,サールの遺産
Monuments in Time,時の中の記念碑
City Biome: Rare Monster Modifiers,都市バイオーム: レアモンスターモッド
City Biome: Tablet Effect,都市バイオーム: 石板効果
Mysterious Transference,謎めいた転移
Boss of the Bog,沼地のボス
Mysterious Charms and Trinkets,謎めいたお守りと装身具
Swamp Mastery,沼マスタリー
Swamp Mastery: Exalted,沼マスタリー: 高貴
Swamp Mastery: Chaos,沼マスタリー: カオス
Swamp Mastery: Pack Size,沼マスタリー: パックサイズ
Swamp Biome: Essence Chance,沼バイオーム: エッセンス確率
Swamp Biome: Increased Summoning Circle Chance,沼バイオーム: サモニングサークル確率増加
Swamp Biome: Unique Monster Item Rarity,沼バイオーム: ユニークモンスターアイテムレアリティ
Swamp Biome: Experience,沼バイオーム: 経験値
Swamp Biome: Pack Size,沼バイオーム: パックサイズ
Thriving Waters,繁栄する水域
Something in the Water,水中に潜むもの
Cult of the Rains,雨の教団
Water Mastery,水マスタリー
Water Mastery: Currency,水マスタリー: カレンシー
Water Mastery: Jewellery,水マスタリー: 宝飾品
Water Mastery: Gold,水マスタリー: ゴールド
Water Biome: Magic Pack Size,水バイオーム: マジックパックサイズ
Water Biome: Item Rarity,水バイオーム: アイテムレアリティ
Water Biome: Shrine Chance,水バイオーム: シュライン確率
Water Biome: Drop Rarity,水バイオーム: ドロップレアリティ
Water Biome: Gold Found,水バイオーム: 見つかるゴールド
Forgotten Heights,忘れられし高地
Closer to the Heavens,天に近き場所
Favoured Treasures,選ばれし財宝
Mountain Mastery,山マスタリー
Mountain Mastery: Tablets,山マスタリー: 石板
Mountain Mastery: Runes,山マスタリー: ルーン
Mountain Mastery: Rarity,山マスタリー: レアリティ
Mountain Biome: Rare Chest Chance,山バイオーム: レアチェスト確率
Mountain Biome: Strongbox Chance,山バイオーム: ストロングボックス確率
Mountain Biome: Shrine Chance,山バイオーム: シュライン確率
Mountain Biome: Pack Size,山バイオーム: パックサイズ
Mountain Biome: Drop Rarity,山バイオーム: ドロップレアリティ
Arid Stability,乾いた安定
Survival of the Fittest,適者生存
Harsh Adaptations,過酷な適応
Desert Mastery,砂漠マスタリー
Desert Mastery: Alchemy,砂漠マスタリー: 錬金術
Desert Mastery: Regal,砂漠マスタリー: 王者
Desert Mastery: Effectiveness,砂漠マスタリー: エフェクティブ
Desert Biome: Essence Chance,砂漠バイオーム: エッセンス確率
Desert Biome: Rare Monster Chance,砂漠バイオーム: レアモンスター確率
Desert Biome: Rare Monster Modifiers Chance,砂漠バイオーム: レアモンスターモッド確率
Desert Biome: Drop Quantity,砂漠バイオーム: ドロップ数量
Desert Biome: Experience,砂漠バイオーム: 経験値
Moths to the Flame,飛んで火にいる虫
Whispers of the Waving Grains,揺れる穀物の囁き
Bounty of the Fields,畑の恵み
Grass Mastery,草原マスタリー
Grass Mastery: Greater Currency,草原マスタリー: 上級カレンシー
Grass Mastery: Perfect Currency,草原マスタリー: 完璧カレンシー
Grass Mastery: Effectiveness,草原マスタリー: エフェクティブ
Grass Biome: Azmeri Spirit Chance,草原バイオーム: アズメリの精霊確率
Grass Biome: Pack Size,草原バイオーム: パックサイズ
Grass Biome: Summoning Circle Chance,草原バイオーム: サモニングサークル確率
Grass Biome: Drop Quantity,草原バイオーム: ドロップ数量
Grass Biome: Rare Packs,草原バイオーム: レアパック
Rare Monsters,レアモンスター
To the Strong Go the Spoils,戦利品は勝者の手に
Lethal Variants,致命的な変種
Nemesis Rising,高まるネメシス
Nemesis Rising: Effectiveness,高まるネメシス: エフェクティブ
Nemesis Rising: Monster Modifiers,高まるネメシス: モンスターモッド
Nemesis Rising: Additional Rare Monster,高まるネメシス: 追加レアモンスター
Nemesis Rising: Rarity,高まるネメシス: レアリティ
Rare Monster Modifiers Chance,レアモンスターモッド確率
Greater Gifts,より大いなる贈り物
Mysteries of Silence,沈黙の謎
Verdant Growth,緑の成長
Shattered Questions,砕けた問い
Overlord's Domain,オーバーロードの領域
Overlord's Domain: Essence,オーバーロードの領域: エッセンス
Overlord's Domain: Summoning Circle,オーバーロードの領域: サモニングサークル
Overlord's Domain: Rogue Exile,オーバーロードの領域: ローグエグザイル
Hard-Won Treasures,苦闘の末の財宝
Overlord's Influence,オーバーロードの影響
Overlord's Influence: Strongbox,オーバーロードの影響: ストロングボックス
Overlord's Influence: Shrine,オーバーロードの影響: シュライン
Overlord's Influence: Azmeri Spirit,オーバーロードの影響: アズメリの精霊
Cataclysm's Wake,大災害の目覚め
Pathkeepers,道の守り手
Overlord's Hoard,オーバーロードの秘蔵品
Additional Rare Monster Chance,レアモンスター追加確率
Adaptive Biology,適応生物学
Mutating Monsters,変異するモンスター
No Simple Battles,単純な戦いはない
DNT Name Me (choice) - Old = Stabilised Leyline,安定化したレイライン
Unique Monster Item Rarity,ユニークモンスターアイテムレアリティ
Exceptional Footwear,規格外の履物
Exceptional Handiwork,規格外の手袋
Exceptional Adornments,規格外の兜
Exceptional Armaments,規格外の武装
Exceptional Vestments,規格外の祭服
Rogue Exile and Essence Chance,ローグエグザイルおよびエッセンス確率
Rogue Exile and Summoning Circle Chance,ローグエグザイルおよびサモニングサークル確率
Azmeri Spirit and Shrine Chance,アズメリの精霊およびシュライン確率
Shrine and Strongbox Chance,シュラインおよびストロングボックス確率
Additional Item Chance,追加アイテム確率
Overgrown Greed,肥大した貪欲
Wild Growth,野生の成長
Curse of the Abyss,深淵の呪い
Crystallised Form,結晶化した形態
Increased Jeweller's Orb Chance,宝飾職人のオーブ確率増加
Settle for Less,より少ないもので妥協する
Increased Quality Currency Chance,品質カレンシー確率増加
Virtueless,美徳なき
